Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
Vase,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"white with cobalt blue and overglaze enamels in orange, pink, green, black, brown, yellow and white and gold details; two small flying blue birds, foliage and thick multicolored flowers, particularly mums; trumpet mouth, one of a pair",1374
Vase,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"beaker shaped; enamel and gold; blue and gold filigree bands at top and bottom; central band has two cartouches: one with rooster and flowers, other has temple; bright enamel colors",1374
Vase,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"two panels painted with six ladies and girls in a garden, and a garden with large flowers and pair of flying birds; multicolored enamel and gold; dark blue with gold wisteria design",1374
Vase,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"enamel and gilt; very finely painted with purple and white wisteria and other flowers in a landscape, partially overlapped at top by whorled brocade and fan pattered border",1374
Cup,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"rather tall foot ring, slightly tapering inward at top; rounded bowl shape with outward-flaring rim; incised white designs on bronw--band of diagonal lines on exterior--flower shapes at interior bottom and diagonal lines at interior sides, from a two-piece set",1374
(Tenmoku Plate),20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"dish on ring foot; wide saucer shape; dark brown; yellow exterior rim; yellow, green and light brown flower stem across center",1374
Five-lobed celadon bowl,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"wide foot; rounded dish shape with five lobes at rim, forming flower-like shape; light blue",1374
Plate with inlaid akae flower pattern,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"heavy; ring foot; plate shape; brown and grey on bottom; rim band has grey glaze with zigzag texturing and three cartouches with green, yellow and red organic abstracted designs; center ring with lines of blue inlaid clay and three cartouches similar to outer band; central circle with purple-brown iridescent dots",1374
Flower vase,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Plate,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"ring foot; plate form with slight vertical raised rim; white with chrysanthemums and other flowers, rocks and two birds (one green, one brown) in red, blue, yellow, green and olive; red rings around foot",1374
Plate,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,raised ring foot; vertical rim; white with two branches of red and yellow flowers with green and blue leaves; brown rim; red rings around and on foot on bottom,1374
Vase with Brilliant Glaze,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"small Kutani flower vase; small ring foot; rounded, roughly egg-shaped lower body; long, outward-flaring thin neck; blue glaze with yellow streaks downward from shoulder",1374
Plate,Date Unknown,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"nine-sided plate on ring foot; articulated rim with indentations at corners; central design of crane and plants with very large green leaves; organic and geometric motifs on border; green, yellow, brown and purple glazes; three sprays with brown flowers and green leaves separated by small geometric cartouches on underside at rim; white ground",1374
Cosmic Plants,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"cluster of fantastic plant forms extending upward from a small point on a black square metal base; long, thick leaves with a pair of tendrils inside each; tube-like elements; curving tendrils with hexagonal patterns; thick stalks near base with rings in cross-sections; cauliflower-like elements; closed flower-like elements with long, thin, tubular petals; white with touches of pale blue",1374
Signs,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"thick-walled vessel, flaring outward from base to wide shoulder, continuously curving inward toward inner walls; vessel covered overall, inner and outer walls, with small twisted and rolled elements with irregular edges, resembling flower petals; light beige color",1374
Vase,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"vase with flared neck; fantastic, richly decorated scene featuring humans and dragons around center band; figures outlined in gold and painted in rich colors; gold stippling in background; band of flowers outlined in gold at top and bottom",1374
Charger,17th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,blue and white; foot ring; rather wide sloping rim; white on bottom; center decorated with image of rounded vessel with three large flowers; rectangular cartouches on rim decorated with potted plants and flowers,1374
Plate,18th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"plate with foot ring; flat narrow rim; top has red ground with gold leaves and orange and gold flowers; white central circle with red, blue and grey flowers; two cartouches on rim in green with blue flowers; two cartouches on rim with multicolored birds on blue, white and grey peonies; exterior decorated with orange bats and clouds",1374
Plate,18th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"plate with foot ring; flat narrow rim; top has red ground with gold leaves and orange and gold flowers; white central circle with red, blue and grey flowers; two cartouches on rim in green with blue flowers; two cartouches on rim with multicolored birds on blue, white and grey peonies; exterior decorated with orange bats and clouds",1374
Charger,18th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,wide foot ring; scalloped rim edge; center decorated with an organic floral design which may incorporate bats or moths; ring around central design with zigzags and flowers; rim decorated with floral motifs; exterior decorated with looping vine-like design and flowers; blue and white,1374
Plate,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"bowl with rounded form; ring foot; decorated on top with flying phoenix at top center; plant at LRQ with blue, green and red leaves with gold; gold clouds; red rim with gold flowers and foliage; three cartouches on rim with diamond designs; exterior decorated with primarily blue foliage and shell design",1374
Jardiniere,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"large porcelain vase with Chinese style imagery; alternating vignettes of golden lions inside a decorative blue circular border, and a group of scholars within a red square border with a phoenix at top; red and blue bands with flowers around top",1374
Brazier with hydrengea design,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"deep walled ceramic bowl with three wide, short feet at base; decorated with blue flowers with green foliage, and gold, brown, green, and white grasses; white ceramic insert with three prongs included",1374
Tanba red-clay flower vase,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"low, bulbous bowl with shallow interior; rim is higher on two sides; rust and red/orange in color",1374
Hanging flower vase (hana ike),19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"organic, pod-like shape with vertical ribs overall, with one pointed end and one lobed end; ovoid vertical opening near pointed end with scrolling applied stems and leaves below and around opening; incised text on body; small rectangular hole on side of body opposite ovoid opening; tan with orange undertones",1374
Ewer with landscapes and flowers,17th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"white porcelain ewer with blue underglaze vignettes and scrolling floral patterns; vignettes of men with umbrellas in garden, and two garden scenes with birds; floral pattern on handle; narrow neck, wider body narrow spout",1374
Flower vase with flared lotus-shaped mouth,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,vase with flared mouth that mimics the shape of a lotus leaf; slightly flared base with narrow body; celadon glaze,1374
Flower vase,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,beehive shaped vase with diagonal swirling pattern of gray gradient; incised circular lines ring vase; small mouth opening at top,1374
Flower Container in the shape of a bucket,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,vase in the shape of a well-bucket with crossbar; natural ash glaze; many included feldspar pebbles in body; base is beveled,1374
Mimitsuki flower container,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"upright jug with slightly narrower neck, inward, thickly rolled lip; small, drooping handle on each side; irregular, incised lines encircling body just below neck, and bottom edge; variety of earth tones from firing; natural matte ""sesame seed"" ash glaze (goma)",1374
Three Piece Sculptural Group,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"one dark, irregular cylindrical form; large L-shaped form with slanting top, decorated with pale yellow and blue flowers and blue wavelike pattern with gold outline; smaller square C-shaped form with similar decoration",1374
Beaker vase,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"beaker form with pointed outward-flaring element near bottom and outward-flaring mouth; faceted body; cartouches with landscapes, birds, flowers, man with deer, boaters, pavilions and brocade designs; blue, orange, gold, green",1374
Bottle with the Initials L. G.,17th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"large white porcelain bottle with blue design of peonies, pomegranates, birds, and other flowers; large round cartouche with initials L. G. on front",1374
Deep Dish with Chrysanthemum in a Stream,17th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,Deep dish with blue design of a chrysanthemum with stream emanating; clusters of foliage around flower and stream; two flying birds at far R; ribbing along inner edge; dish stands on three feet,1374
Apothecary bottle with mynas and peonies,17th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,underglaze cobalt blue design of reserved panels of flowers and birds separated by scrollwork with birds and flowers; vertical band of triangles and more scrollwork on lid,1374
"Plate with grapevines, trellis, and geometric design",16th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,bowl with rounded square shape with rounded corners; three small square feet; blue-grey with white slip design of twining flowers; arc-shaped trellis (?) at one side; lines and scrolls around border; deep swirl at bottom center,1374
Bowl with Cross Design,17th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"ovoid shaped vessel with slightly squared-off corners; raised ovoid foot ring; incised decorations on exterior with cross on either long side with flower-like design at center and looping lines connecting arms of cross, which are zig-zagged at ends; short ends decoration with radiating sun-like designs with looping swirls at center; designs are inlaid with white glaze or slip; greenish-grey glaze; interior has parallel incised lines",1374
Flower vase,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"round, squat glazed vase with gold foil triangular cut-outs over yellow glazed angular shapes; linear curving divots run downward from the mouth of the vase toward the bottom",1374
Playful Feldspar Flower Vase,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,tall cylindrical form; asymmetrical; thick irregular mouth ring; cream colored glaze with grey-brown areas including irregular crescent shape; incised lines and X,1374
Flower vase with woven bamboo pattern,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"cylindrical shaped vase with tapered base and shoulder; narrow mouth with slightly flared lip; overall green/gray glaze with irregular horizontal bands of reddish-brown; woven bamboo patterning; outer box and lid painted glossy black, with tan and gold tie; blond wood inner box and lid with tan/brown striped tie",1374
Flower vase with silver stripes over black glaze,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"tall geometric vase with vertical silver metallic and black stripes on two sides; two other sides are plain black; narrower mouth at top in the shape of a parallelogram; bottom is wider and is the shape of a rectangle; sides at top and bottom have triangle shapes; tall natural wood box with lid, marigold color cloth wrap, brown tie for box",1374
Kojō flower vase,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"yellow/green/dark blue vase with constricted waist; wide mouth and narrower rounded base; series of vertical ridges around the exterior above and below the pinched waist; natural wood box with lid, marigold color cloth wrap and black and tan stripe tie",1374
Flower 15,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"large, heavy flower shaped ceramic sculpture consisting of conjoined circular plates with leaves surrounding an opaque frosted glass pistil that rises up from the center; four smaller partially overlapping cloverleaf shaped pieces attached to one larger cloverleaf shaped piece; four smaller pieces decorated with incised leaves in shades of light green; on bottom is a piece of pointed frosted glass with one leaf sprouting from the side",1374
Large Dish with Paulownia-Leaf Design,18th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"large plate, with large, green pointed leaves, with purple and blue sprigs extending out of sides of leaves; yellow background with tiny black spots; purple border, with alternating decorative sections that consist of a purple flower with blue decorative lines extending outward, and a diamond pattern with crosses inside, with a blue plume overlapping in C, each in cased in green, decorative borders",1374
Tebachi in the shape of a gourd,19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"ceramic vessel with lid; vessel is in the shape of a pumpkin, with two moths on base of handle in R and L side; wooden handle with leather strip at T, and blue glazing around mouth of vessel; twisted edges around perimeter of lid, with white flowers surrounded by blue and green leaves on T of lid; oval shaped hole at edge, with blue glazing around the edge of hole",1374
"Red-ash vessel ""Wave Circle""",21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"large bowl with red ash glaze; reminiscent of lotus flower shape, with an undulating rim that comes to a point in three places; ridged paddle texture; incised outline similar to shape of rim at about mid-height interior; exterior and interior with incised vertical red striations, celadon glaze at basin and on bottom",1374
Flower 15,21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,"large, heavy flower shaped ceramic sculpture consisting of conjoined circular plates with leaves surrounding an opaque frosted glass pistil that rises up from the center; four smaller partially overlapping cloverleaf shaped pieces attached to one larger cloverleaf shaped piece; four smaller pieces decorated with incised leaves in shades of light green; on bottom is a piece of pointed frosted glass with one leaf sprouting from the side",1374
Hexagonal flower vase,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Pot,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Vase,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower vase,20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Container,20th - 21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Vase,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Vase,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower vase,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower vase,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Vase,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Vase,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower vase,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Hanging Flower Vase,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Unglazed flower vessel (yakishime kaki),20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Sake bottle with flower medallions,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Vase with Stamped Design of Lotus,12th - 14th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Hanging Flower Vase with Figural Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Plate with Flower and Bird Decor,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Large Dish with Flower Vases and Landscapes in Cartouches,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Hexagonal Jar with Flower and Bird Decoration (one of a pair),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Hexagonal jar with Flower and Bird Decoration (one of a pair),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Pot,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
"Tureen with rocks, flowers, and birds",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flower Holder in form of a Section of Bamboo Stem,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
"Deep Plate with Eight-Lobed Rim and Decoration of Birds, Flowers and Insects",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
"Bottle with Rock, Flowers, and Birds",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Firepot with Kirin (Mythical Chimera) amid Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Cup with Bird-and-Flower Design and Basketry Exterior,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Plate with Vase and Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Octagonal Jar with Decoration of Flowering Cherry and Chrysanthemum,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
"Shallow Bowl with Design of Dragon amid Waves, Phoenix, and Flowers",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Jar and Lid with Flowering Plant,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Hexagonal Bowl with Decoration of Flowers of Four Seasons,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Dish with Grasses and Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Dish with Bird-and-Flower Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Square Dish with Spring Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Incense Box with Design of the Seven Flowers of Autumn,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Ninsei-style Incense Burner with Flowers of the Four Seasons,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Small Dish with Stylized Flower and Chinese Scrolling Grass (Karakusa) Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Mug Modeled on Westerwald Mug with Stylized Flower and Chinese Scrolling Grass (karakusa) Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Dish with Chinese-Style Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Dish with Phoenix and Flowering Branch Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Ishizara Plate with Design of Flowering Tree,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Flowers Floating Down an Autumn Stream,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Ring of Flowers,20th - 21st Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Wine Bottle with Flowers and Grasses,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Dish with flowers and auspicious motifs,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Saucer with Bird-and-Flower Design and Basketry Exterior,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Hexagonal Sake Bottle with Design of Flowering Tree and Bamboo,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Bowl with Flowering Cherry Branch Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Tea Bowl with Flowering Plant and Geometric Border Design,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Bottle with Bird and Flowering Plant Decoration,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Water Jar with Flower Roundels,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Ceramics,,1374
Bowl with Stamped Comb Design and Flowers,15th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"Mishima Bowl; all-over comb motif with five flowers in interior and band of flowers circling sides; pottery with grey glaze, stoneware",54
Flower-shaped dish,15th - 16th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"shallow white dish with gently scalloped edges; waving incised lines on outside, resembling lotus flower; pink spots",54
Bowl with Stamped Comb Design and Flowers,15th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"Mishima Bowl; all-over comb motif with five flowers in interior and band of flowers circling sides; pottery with grey glaze, stoneware",54
Wine Cup with Stand,12th - 13th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,cup and footed saucer on lotus flower platform which holds lotus-shaped cup; underglazed floral patterns on both cup and saucer,54
Ewer in the Shape of a Melon,12th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"covered wine ewer melon-shaped with curved spout and handle simulating bamboo; motif of peonies, lotus flowers and vines; grey-green celadon glaze and cream underglaze; porcelaneous ware with incised decor under celadon glaze",54
Bottle in the Shape of a Bale of Rice,15th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"Punch'ong / Buncheong stoneware wine bottle in 'rice bale' shape, painted in underglaze iron brown on brushed slip; flowering plant with two drooping stems",54
"Bowl with waterfowl, willows, and reeds",13th - 14th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"gray-blue blue bowl with decorative willow trees, swimming birds, and reeds encircling three flowers at center; painted band around top edge; wide floral band on outer walls",54
Flower-shaped dish,15th - 16th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"shallow white dish with gently scalloped edges; waving incised lines on outside, resembling lotus flower; pink spots",54
Covered box with wavy lines and chrysanthemums,15th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"squat, low bowl with gray-green glaze; diagonal zigzagging lines circle the bowl near lip; domed cover with multiple rings of zigzagging diagonal lines; ring of flowers around widest portion; bowl sits on very low foot",54
Covered box,10th - 14th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"covered box circular, incised underglazed pattern of phoenix birds (2) encircled by cloud and flower motif; celadon green glaze",54
Maebyeong with chrysanthemums,11th - 12th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,inverted pear-shape; short neck; round mouth is wider than neck; light green glaze with darker green foliage and flower motif; lid is bell-shaped with darker grayish glaze and darker vine design,54
Roof-end tile,8th - 10th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"round roof tile end with stylized floral decoration; simple flower with raised petals at center surrounded by low round rib, and raised knobs on outer ring; light brown color",54
Roof-end tile,8th - 10th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,round roof tile end with floral design; small flower at center surrounded by low ribbed circle; larger petals with outlines around outer ring,54
Roof-end tile,8th - 10th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,round roof tile end with impressed flower design; raised center with small spots; outlined petals of flower with vertical stems inside,54
Bottle with floral scroll design,19th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"small white bottle with blue underglaze designs of small flowers on vines; long neck, slightly flared mouth",54
Large Jar with floral sprays,20th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"large jar with light brown and blue stylized flower and trailing leaf patterns on either side; iron cord around neck; two incised lines around shoulder; narrow foot, wide body, tapers at shoulder; short, rolled, slightly flared lip",54
Jar with underglaze cobalt blue and iron-brown designs of fish and leaf scrolls,20th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,"off-white porcelain jar with design of fish, flowers, leaves, and grasses in cobalt and iron oxide",54
Tall Vase with chrysanthemum and bamboo design,20th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,light blue vase with narrow foot and wide shoulder; slightly lopsided; trailing chrysanthemum design around shoulder with blue flowers; bamboo sprigs on opposite side,54
Wine Ewer with Chrysanthemums and Lotus Flowers,10th - 14th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,,54
Bottle decorated with flowering plant,14th - 20th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,,54
Tile decorated with birds and flowers,10th - 14th Century,Korea,35.907757,127.766922,East Asia and Pacific,Ceramics,,54
Plate,7th - 10th Century,Mexico,23.634501,-102.552784,Latin America and Caribbean,Ceramics,"Plate with decoration in orange, red and brown; central male figure; rim with alternating designs of large circles with flower-like designs inside, concentric pairs of circles and figures. Completely broken and badly re-glued back together.",29
"Creche, from Nativity Scene",20th Century,Mexico,23.634501,-102.552784,Latin America and Caribbean,Ceramics,"squashed cylindrical tube; turquoise lower half, salmon upper; decorated with green leaf and blue flower on white ground at top center of bed; purple and white pillow",29
"Figure of Joseph, from Nativity Scene",20th Century,Mexico,23.634501,-102.552784,Latin America and Caribbean,Ceramics,"kneeling male figure bearded with yellow dress, red belt and green robe holding a palm leaf with large white flowers in one hand and the other to his chest",29
Flat stamp with geometric flower,Date Unknown,Mexico,23.634501,-102.552784,Latin America and Caribbean,Ceramics,,29
Maize God emerging from a flower,Date Unknown,Mexico,23.634501,-102.552784,Latin America and Caribbean,Ceramics,,29
"Vase, one of a pair",17th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"panels bearing landscape which shows high-gabled house on a river bank; sailboat in river nearly; cloudy sky with birds. Shaped panel framed in blue band with large six-petaled flower at top and bottom. Slightly flaring, six-sided base, and shaped six-sided rim; on back of vase green pine spray. Colors blue, green, yellow, rust; greenish glaze. Glaze covers inside bottom of food. Underglaze blue.",72
"Covered vase, from a five-piece garniture set",18th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"ginger jar shaped with ribbing on body and lid; lid is high dome with round finial; white ground decorated with flowers and birds near water in blue, green and orange",72
"Covered Vase, from a five-piece garniture set",18th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"ginger jar shaped with ribbing on body and lid; lid is high dome with round finial; white ground decorated with flowers and birds near water in blue, green and orange",72
"Covered Vase, from a five-piece garniture set",18th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"ginger jar shaped with ribbing on body and lid; lid is high dome with round finial; white ground decorated with flowers and birds near water in blue, green and orange",72
"Vase, from a five-piece garniture set",18th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"slender body with flared mouth; ribbing on body; white ground decorated with flowers and birds near water in blue, green and orange",72
"Vase, from a five-piece garniture set",18th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"slender body with flared mouth; ribbing on body; white ground decorated with flowers and birds near water in blue, green and orange",72
Vessel,20th Century,Netherlands,52.132633,5.291266,Europe and Central Asia,Ceramics,"rounded body; long neck with indented ring below center and trumpet-shaped outward-flaring mouth rim; protrusion at center of body on front; apron-like element with horizontal raised bands with vertical incised lines on front and in three rows around bottom edge of neck; round flower-like applied medallion to right of apron, below shoulder; light brown and golden brown patina",72
Flower vase,18th Century,Nigeria,9.081999,8.675277,Sub-Saharan Africa,Ceramics,"blue and white glazed Delftware vase divided into four sections that separate; each section baluster-shaped with openings at top that recede in size toward the top; small baluster-shaped spouts surround openings; overall design consists of alternating scroll patterns with ornamental woven florals; largest section on bottom with eight spouts in a circle around the opening; lower middle section smaller, with base meant to fit into opening of bottom section, and eight spouts surround top opening; upper middle section smaller has eight smaller spouts, hole in center; top section smallest in size, with six spouts surrounding vase opening; six leaf-shaped panels with various floral designs around middle center of top section",7
Plate with Bird and Flower,20th Century,Null,,,Null,Ceramics,"This dish is a sophisticated example of later ceramists reinterpreting earlier styles of Japanese porcelain. The colors and patterns used look similar to some works produced on the island of Kyushu in the1600s and 1700s. However, the idea to combine alternating blocks of yellow, green, purple, and blue with a ""Chinese grasses"" (karakusa) pattern around the rim of the dish is one hit upon in the early 1900s by an artist familiar with the colors and patterns of earlier works.",
Vase with Bird and Flower Design,19th - 20th Century,Null,,,Null,Ceramics,"This vase with broad shoulders and a tall neck represents a typical style of 19th-century blue-and-white porcelain. Unlike earlier examples decorated mainly with literati themes that evoke neo-Confucian moral values—plum blossoms (purity), orchids (grace), bamboo (integrity), and chrysanthemums (loftiness)—porcelain works of the 1800s feature fully bloomed peonies and a pair of playful birds, symbols of wealth and familial harmony.",
Pair of Hexagonal Flower Pots,14th - 15th Century,Null,,,Null,Ceramics,"This deep hexagonal flowerpot, one of a pair in the collection, is numbered ""8"" and bears additional inscriptions to indicate specifically the location of its usage within the palace: ""for use in the Study of Illumination (Mingchuang yong)"" within the ""Hall of Cultivating the Mind (Yangxin Dian)"" of the Forbidden City. The inscriptions seem to suggest the Qing imperial provenance of this pair.",
Bowl with Flower Petals,14th Century,Null,,,Null,Ceramics,"Yuan dynasty Shufu ware was a further development of the earlier qingbai ware and is characterized by a more heavily constructed body, opaque white glaze, molded decoration, and at times the inscription Shufu that gives the ware its name. Although lacking the inscription here, this bowl possesses the characteristics and decoration of Shufu pieces.",
